
             SystemC 2.2.0 --- Apr 17 2012 15:58:44
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C78 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C7C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C80 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C84 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C88 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C8C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C90 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C94 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C98 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6C9C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CA0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CA4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CA8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CAC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CB0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CB4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CB8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CBC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CC0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CC4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CC8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CCC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CD0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CD4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CD8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CDC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CE0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CE4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CE8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CEC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CF0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CF4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CF8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6CFC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D00 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D04 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D08 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D0C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D10 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D14 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D18 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D1C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D20 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D24 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D28 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D2C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D30 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D34 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D38 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D3C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D40 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D44 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D48 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D4C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D50 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D54 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D58 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D5C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D60 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D64 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D68 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D6C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D70 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D74 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D78 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D7C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D80 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D84 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D88 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D8C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D90 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D94 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D98 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6D9C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DA0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DA4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DA8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DAC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DB0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DB4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DB8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DBC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DC0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DC4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DC8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DCC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DD0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DD4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DD8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DDC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DE0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DE4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DE8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DEC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DF0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DF4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DF8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6DFC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E00 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E04 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E08 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E0C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E10 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E14 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E18 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E1C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E20 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E24 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E28 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E2C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E30 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E34 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E38 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E3C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E40 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E44 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E48 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E4C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E50 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E54 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E58 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E5C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E60 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E64 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E68 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E6C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E70 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E74 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E78 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E7C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E80 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E84 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E88 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E8C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E90 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E94 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E98 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6E9C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EA0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EA4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EA8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EAC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EB0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EB4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EB8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EBC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EC0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EC4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EC8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6ECC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6ED0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6ED4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6ED8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EDC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EE0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EE4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EE8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EEC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EF0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EF4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EF8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6EFC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F00 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F04 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F08 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F0C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F10 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F14 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F18 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F1C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F20 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F24 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F28 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F2C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F30 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F34 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F38 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F3C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F40 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F44 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F48 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F4C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F50 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F54 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F58 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F5C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F60 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F64 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F68 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F6C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F70 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F74 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F78 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F7C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F80 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F84 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F88 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F8C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F90 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F94 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F98 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6F9C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FA0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FA4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FA8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FAC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FB0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FB4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FB8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FBC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FC0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FC4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FC8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FCC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FD0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FD4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FD8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FDC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FE0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FE4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FE8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FEC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FF0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FF4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FF8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x6FFC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7000 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7004 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7008 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x700C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7010 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7014 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7018 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x701C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7020 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7024 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7028 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x702C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7030 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7034 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7038 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x703C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7040 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7044 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7048 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x704C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7050 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7054 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7058 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x705C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7060 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7064 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7068 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x706C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7070 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7074 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7078 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x707C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7080 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7084 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7088 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x708C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7090 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7094 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7098 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x709C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x70FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7100 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7104 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7108 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x710C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7110 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7114 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7118 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x711C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7120 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7124 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7128 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x712C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7130 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7134 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7138 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x713C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7140 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7144 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7148 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x714C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7150 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7154 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7158 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x715C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7160 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7164 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7168 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x716C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7170 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7174 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7178 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x717C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7180 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7184 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7188 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x718C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7190 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7194 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7198 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x719C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x71FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7200 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7204 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7208 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x720C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7210 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7214 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7218 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x721C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7220 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7224 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7228 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x722C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7230 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7234 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x0 @0x7238 (bootmem)
